link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe,publisher,weightCategory,appearanceRaw,appearances,minorAppearances,picLink,superName,fullName,nickName
http://marvel.wikia.com/wiki/Anthony_Stark_(Earth-774),Male,"6' 1"" (without armor);",225 lbs (102 kg) (without armor),"What If?  #2(April, 1977)","April, 1977",1977,73,225,Anthony Stark,Earth-774,Marvel,over,"[' 1 Appearances of Anthony Stark (Earth-774)\n', '  Minor Appearances of Anthony Stark (Earth-774)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/6e/Anthony_Stark_%28Earth-774%29_from_What_If%3F_Vol_1_2_0001.jpg/revision/latest?cb=20130308001313,Iron Man,Anthony Stark,
http://marvel.wikia.com/wiki/Anthony_Stark_(Earth-98121),Male,"6' 1""",225 lbs (102 kg),"Spider-Man: Chapter One  #12(October, 1999)","October, 1999",1999,73,225,Anthony Stark,Earth-98121,Marvel,over,"[' 1 Appearances of Anthony Stark (Earth-98121)\n', '  Minor Appearances of Anthony Stark (Earth-98121)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7f/Anthony_Stark_%28Earth-98121%29_from_Spider-Man_Chapter_One_Vol_1_12_0001.jpg/revision/latest?cb=20130822104152,Iron Man,Anthony Stark,
http://marvel.wikia.com/wiki/Anthony_Stark_(Earth-TRN012),Male,"6' 1"" (without armor); 6'6"" (including armor)",225 lbs (102 kg) (without armor); 425 lbs (193 kg) (including armor),"Marvel Future Fight(April 30, 2015)",30-Apr-15,2015,73,225,Anthony Stark,Earth-TRN012,Marvel,over,"[' 1 Appearances of Anthony Stark (Earth-TRN012)\n', ' 2 Minor Appearances of Anthony Stark (Earth-TRN012)\n']",1,2,https://vignette.wikia.nocookie.net/marveldatabase/images/6/64/Anthony_Stark_%28Earth-TRN012%29_from_Marvel_Future_Fight_001.jpg/revision/latest?cb=20160629062113,Iron Man,Anthony Edward Stark,
http://marvel.wikia.com/wiki/Anthony_Stark_(Earth-TRN337),Male,"6' 1""",225 lbs (102 kg),"AVX: Vs  #6(December, 2012)","December, 2012",2012,73,225,Anthony Stark,Earth-TRN337,Marvel,over,"[' 1 Appearances of Anthony Stark (Earth-TRN337)\n', '  Minor Appearances of Anthony Stark (Earth-TRN337)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/c/cd/Anthony_Stark_%28Earth-TRN337%29_from_AVX_Vs_Vol_1_6_0001.jpg/revision/latest?cb=20131003163703,Iron Man,Anthony Edward Stark,
http://marvel.wikia.com/wiki/Antonio_Stark_(Earth-12125),Male,"6' 1"" (unarmored), 7' (armored)",225 lbs (102 kg) 2000 lbs. (armored),"Spider-Men  #5(November, 2012)","November, 2012",2012,73,225,Antonio Stark,Earth-12125,Marvel,over,"['  Appearances of Antonio Stark (Earth-12125)\n', ' 1 Minor Appearances of Antonio Stark (Earth-12125)\n']",0,1,https://vignette.wikia.nocookie.net/marveldatabase/images/9/95/Antonio_Stark_%28Earth-12125%29_from_Spider-Men_Vol_1_5_0001.png/revision/latest?cb=20130528034344,Iron Man,Antonio Stark,
http://marvel.wikia.com/wiki/Antonio_Stark_(Earth-1610),Male,"6' 1"" (unarmored); 7' (armored)",225 lbs (102 kg) (unarmored); 2000 lbs. (armored),"Ultimate Marvel Team-Up  #4(July, 2001)","July, 2001",2001,73,225,Antonio Stark,Earth-1610,Marvel,over,"[' 206 Appearances of Antonio Stark (Earth-1610)\n', ' 8 Minor Appearances of Antonio Stark (Earth-1610)\n']",206,8,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Ultimates_Vol_1_2_Textless.jpg/revision/latest?cb=20160615191449,Iron Man,"Antonio ""Tony"" Stark",Tony Stark
http://marvel.wikia.com/wiki/Antonio_Stark_(Earth-55921),Male,"6' 1"" (unarmored), 7' (armored)","225 lbs (102 kg) (unarmored),  2000 lbs. (armored)","Ultimate Iron Man  #1(May, 2005)","May, 2005",2005,73,225,Antonio Stark,Earth-55921,Marvel,over,"[' 11 Appearances of Antonio Stark (Earth-55921)\n', ' 1 Minor Appearances of Antonio Stark (Earth-55921)\n']",11,1,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e0/Ultimate_Iron_Man_Vol_2_1_Dell%27Otto_Variant_Textless.jpg/revision/latest?cb=20160615190543,Iron Man,Antonio Stark,
http://marvel.wikia.com/wiki/Arc_(Imperial_Guard)_(Earth-616),Male,"6' 4""",225 lbs (102 kg),"New X-Men  #123(April, 2002)","April, 2002",2002,76,225,Arc (Imperial Guard),Earth-616,Marvel,over,"[' 4 Appearances of Arc (Imperial Guard) (Earth-616)\n', '  Minor Appearances of Arc (Imperial Guard) (Earth-616)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7b/Arc_%28Imperial_Guard%29_%28Earth-616%29_from_New_X-Men_Vol_1_123_0001.jpg/revision/latest?cb=20060831140738,Arc,Unknown,
http://marvel.wikia.com/wiki/Arthur_Blackwood_(Earth-616),Male,"6' 2""",225 lbs (102 kg),"Thor  #330(April, 1983)","April, 1983",1983,74,225,Arthur Blackwood,Earth-616,Marvel,over,"[' 21 Appearances of Arthur Blackwood (Earth-616)\n', '  Minor Appearances of Arthur Blackwood (Earth-616)\n']",21,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/6b/Arthur_Blackwood_%28Earth-616%29_from_New_Avengers_Most_Wanted_Files_Vol_1_1_0001.jpg/revision/latest?cb=20160523133737,Crusader,Arthur Charles Blackwood,
http://marvel.wikia.com/wiki/Att-Lass_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Quasar  #9(April, 1990)","April, 1990",1990,73,225,Att-Lass,Earth-616,Marvel,over,"[' 17 Appearances of Att-Lass (Earth-616)\n', '  Minor Appearances of Att-Lass (Earth-616)\n']",17,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5c/At-Lass_%28Earth-616%29_from_Infinity_Heist_Vol_1_1_002.jpg/revision/latest?cb=20130926000226,Titanium Man,Att-Lass,
http://marvel.wikia.com/wiki/Autonomously_Decisive_Automated_Mechanism_(Earth-616),Male,"5' 8""",225 lbs (102 kg),"Machine Teen  #1(July, 2005)","July, 2005",2005,68,225,Autonomously Decisive Automated Mechanism,Earth-616,Marvel,over,"[' 11 Appearances of Autonomously Decisive Automated Mechanism (Earth-616)\n', '  Minor Appearances of Autonomously Decisive Automated Mechanism (Earth-616)\n']",11,0,https://vignette.wikia.nocookie.net/marveldatabase/images/8/8b/Autonomously_Decisive_Automated_Mechanism_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_6.png/revision/latest?cb=20161001201049,Machine Teen,ADAM (Autonomously Decisive Automated Mechanism),
http://marvel.wikia.com/wiki/Bartholomew_Gallows_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Captain America  #428(June, 1994)","June, 1994",1994,73,225,Bartholomew Gallows,Earth-616,Marvel,over,"[' 7 Appearances of Bartholomew Gallows (Earth-616)\n', '  Minor Appearances of Bartholomew Gallows (Earth-616)\n']",7,0,https://vignette.wikia.nocookie.net/marveldatabase/images/8/8e/Bartholomew_Gallows_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_1.jpg/revision/latest?cb=20160331180631,Americop,Bartholomew Gallows,
http://marvel.wikia.com/wiki/Brandon_Tark_(Earth-93060),Male,"6' 4""",225 lbs (102 kg),"Mantra  #1(July, 1993)","July, 1993",1993,76,225,Brandon Tark,Earth-93060,Marvel,over,"[' 54 Appearances of Brandon Tark (Earth-93060)\n', '  Minor Appearances of Brandon Tark (Earth-93060)\n']",54,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0e/Brandon_Tark_%28Earth-93060%29.jpg/revision/latest?cb=20081112034013,Strike,Brandon Tark,
http://marvel.wikia.com/wiki/Calvin_Carr_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Power Man and Iron Fist  #93(May, 1983)","May, 1983",1983,73,225,Calvin Carr,Earth-616,Marvel,over,"[' 39 Appearances of Calvin Carr (Earth-616)\n', ' 1 Minor Appearances of Calvin Carr (Earth-616)\n']",39,1,https://vignette.wikia.nocookie.net/marveldatabase/images/6/68/Calvin_Carr_%28Earth-616%29_by_Stuart_Immonen.JPG/revision/latest?cb=20120115211749,Chemistro,Calvin Carr,
http://marvel.wikia.com/wiki/Calvin_Rankin_(Earth-12),Male,"6' 3""",225 lbs (102 kg),"Exiles  #1(August, 2001)","August, 2001",2001,75,225,Calvin Rankin,Earth-12,Marvel,over,"[' 72 Appearances of Calvin Rankin (Earth-12)\n', ' 4 Minor Appearances of Calvin Rankin (Earth-12)\n']",72,4,https://vignette.wikia.nocookie.net/marveldatabase/images/8/89/Exiles_Vol_1_31_Textless.jpg/revision/latest?cb=20061025154351,Mimic,Calvin Montgomery Rankin,
http://marvel.wikia.com/wiki/Calvin_Rankin_(Earth-5423),Male,"6' 3""",225 lbs (102 kg),"Exiles  #50(October, 2004)","October, 2004",2004,75,225,Calvin Rankin,Earth-5423,Marvel,over,"[' 2 Appearances of Calvin Rankin (Earth-5423)\n', '  Minor Appearances of Calvin Rankin (Earth-5423)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7c/Calvin_Rankin_%28Earth-5423%29.jpg/revision/latest?cb=20080403155731,Big M,Calvin Rankin,
http://marvel.wikia.com/wiki/Calvin_Rankin_(Earth-616),Male,"6' 2""",225 lbs (102 kg),"X-Men  #19(April, 1966)","April, 1966",1966,74,225,Calvin Rankin,Earth-616,Marvel,over,"[' 72 Appearances of Calvin Rankin (Earth-616)\n', ' 5 Minor Appearances of Calvin Rankin (Earth-616)\n']",72,5,https://vignette.wikia.nocookie.net/marveldatabase/images/4/49/Calvin_Rankin_%28Earth-616%29_from_X-Men_Legacy_Vol_1_264.jpg/revision/latest?cb=20120328234818,Mimic,Calvin Montgomery Rankin,
http://marvel.wikia.com/wiki/Calvin_Rankin_(Earth-8649),Male,"6' 2""",225 lbs (102 kg),"Exiles  #3(October, 2001) (Mentioned)","October, 2001",2001,74,225,Calvin Rankin,Earth-8649,Marvel,over,"['  Appearances of Calvin Rankin (Earth-8649)\n', '  Minor Appearances of Calvin Rankin (Earth-8649)\n']",0,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvdUi1YRSxV9wwTiKhjl-RrRgTC9Whi6Luqw9yulqVbzqBG1wZuZyMmJY,Mimic,Calvin Rankin,
http://marvel.wikia.com/wiki/Carl_Burbank_(Earth-616),Male,"6' 0""",225 lbs (102 kg),"Daredevil  #249(December, 1987)","December, 1987",1987,72,225,Carl Burbank,Earth-616,Marvel,over,"[' 55 Appearances of Carl Burbank (Earth-616)\n', ' 1 Minor Appearances of Carl Burbank (Earth-616)\n']",55,1,https://vignette.wikia.nocookie.net/marveldatabase/images/8/8b/Carl_Burbank_%28Earth-616%29_from_Deadpool_Assassin_Vol_1_4_001.jpg/revision/latest?cb=20180731014555,Bushwacker,Carl Burbank,
http://marvel.wikia.com/wiki/Crystar_(Earth-616),Male,"6' 2""",225 lbs (102 kg),"Saga of Crystar, Crystal Warrior  #1(May, 1983)","May, 1983",1983,74,225,Crystar,Earth-616,Marvel,over,"[' 16 Appearances of Crystar (Earth-616)\n', ' 3 Minor Appearances of Crystar (Earth-616)\n']",16,3,https://vignette.wikia.nocookie.net/marveldatabase/images/7/77/Crystar_%28Earth-616%29_from_the_cover_to_Saga_of_Crystar%2C_Crystal_Warrior_Vol_1_1.jpg/revision/latest?cb=20151219013044,Crystar,Crystar,
http://marvel.wikia.com/wiki/Dale_Sturm_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Daring Mystery Comics  #3(April, 1940)","April, 1940",1940,73,225,Dale Sturm,Earth-616,Marvel,over,"[' 3 Appearances of Dale Sturm (Earth-616)\n', '  Minor Appearances of Dale Sturm (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d7/Dale_Sturm_%28Earth-616%29.jpg/revision/latest?cb=20110326003329,Dale of the FBI,Dale Sturm,
http://marvel.wikia.com/wiki/David_Lowell_(Earth-616),Male,"6' 3""",225 lbs (102 kg),"Untold Tales of Spider-Man Annual  #1997(June, 1997)","June, 1997",1997,75,225,David Lowell,Earth-616,Marvel,over,"[' 6 Appearances of David Lowell (Earth-616)\n', '  Minor Appearances of David Lowell (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d6/Sundown.jpg/revision/latest?cb=20101024042649,Sundown,David Patrick Lowell,
http://marvel.wikia.com/wiki/Desmond_Pitt_(Earth-616),Male,"6' 2"" 6'6"" (transformed)",225 lbs (102 kg) 305 lbs (transformed),"Fantastic Four  #142(January, 1974)","January, 1974",1974,74,225,Desmond Pitt,Earth-616,Marvel,over,"[' 17 Appearances of Desmond Pitt (Earth-616)\n', '  Minor Appearances of Desmond Pitt (Earth-616)\n']",17,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/59/Desmond_Pitt_%28Earth-616%29_from_FF_Fifty_Fantastic_Years_Vol_1_1_0001.jpg/revision/latest?cb=20170401034359,Darkoth,Desmond Pitt,
http://marvel.wikia.com/wiki/Eric_Williams_(Earth-12131),Male,"6' 4""",225 lbs (102 kg),"Marvel: Avengers Alliance(March 1, 2012)",1-Mar-12,2012,76,225,Eric Williams,Earth-12131,Marvel,over,"[' 1 Appearances of Eric Williams (Earth-12131)\n', '  Minor Appearances of Eric Williams (Earth-12131)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/25/Eric_Williams_%28Earth-12131%29_001.png/revision/latest?cb=20130826004628,Grim Reaper,Eric Williams,
http://marvel.wikia.com/wiki/Eric_Williams_(Earth-616),Male,"6' 4""",225 lbs (102 kg),"Avengers  #52(May, 1968)","May, 1968",1968,76,225,Eric Williams,Earth-616,Marvel,over,"[' 96 Appearances of Eric Williams (Earth-616)\n', ' 14 Minor Appearances of Eric Williams (Earth-616)\n']",96,14,https://vignette.wikia.nocookie.net/marveldatabase/images/6/60/Chaos_War_Dead_Avengers_Vol_1_2_Textless.jpg/revision/latest?cb=20110303173719,Grim Reaper,Eric Williams,
http://marvel.wikia.com/wiki/Erik_Josten_(Earth-10208),Male,"6' 0"" (Variable)",225 lbs (102 kg) (Variable),"What If? Civil War  #1(February, 2008)","February, 2008",2008,72,225,Erik Josten,Earth-10208,Marvel,over,"[' 1 Appearances of Erik Josten (Earth-10208)\n', '  Minor Appearances of Erik Josten (Earth-10208)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/df/Erik_Josten_%28Earth-10208%29.jpg/revision/latest?cb=20130924165708,Atlas,Erik Stephan Josten,
http://marvel.wikia.com/wiki/Erik_Josten_(Earth-616),Male,"6' 0"" (Variable)",225 lbs (102 kg) (Variable),"Avengers  #21(October, 1965) (as Power Man)Peter Parker, The Spectacular Spider-Man  #49(December, 1980)(as Smuggler)Iron Man Annual  #7(October, 1984)(as Goliath)Incredible Hulk  #449(January, 1997)(as Atlas)","January, 1997",1997,72,225,Erik Josten,Earth-616,Marvel,over,"[' 226 Appearances of Erik Josten (Earth-616)\n', ' 11 Minor Appearances of Erik Josten (Earth-616)\n']",226,11,https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Erik_Josten_%28Earth-616%29_from_Thunderbolts_Vol_3_2_002.png/revision/latest?cb=20160608174810,Atlas,Erik Stephan Josten,
http://marvel.wikia.com/wiki/Erik_Josten_(Earth-89721),Male,"6' 0"" (Variable)",225 lbs (102 kg) (Variable),"What If? Vol 2  #1(July, 1989)","July, 1989",1989,72,225,Erik Josten,Earth-89721,Marvel,over,"[' 1 Appearances of Erik Josten (Earth-89721)\n', '  Minor Appearances of Erik Josten (Earth-89721)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/75/Erik_Josten_%28Earth-89721%29.jpg/revision/latest?cb=20130924170638,Goliath,Erik Stephan Josten,
http://marvel.wikia.com/wiki/Erik_Josten_(Earth-9916),Male,"6' 0""",225 lbs (102 kg),"What If? Vol 2  #5(November, 1989)","November, 1989",1989,72,225,Erik Josten,Earth-9916,Marvel,over,"[' 1 Appearances of Erik Josten (Earth-9916)\n', '  Minor Appearances of Erik Josten (Earth-9916)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9c/Erik_Josten_%28Earth-9916%29.jpg/revision/latest?cb=20130924164704,Power Man,Erik Stephan Josten,
http://marvel.wikia.com/wiki/Frank_(Man_Named_Frank)_(Earth-616),Male,"6' 3""",225 lbs (102 kg),"Punisher: A Man Named Frank  #1(June, 1994)","June, 1994",1994,75,225,Frank (Man Named Frank),Earth-616,Marvel,over,"[' 3 Appearances of Frank (Man Named Frank) (Earth-616)\n', '  Minor Appearances of Frank (Man Named Frank) (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/60/Frank_%28Man_Named_Frank%29_%28Earth-616%29_from_Punisher_A_Man_Named_Frank_Vol_1_1_0001.jpg/revision/latest?cb=20160826231746,Frank,Frank ,
http://marvel.wikia.com/wiki/Frank_Castle_(Earth-616),Male,"6' 3"" [22]",225 lbs (102 kg) [22],"Amazing Spider-Man  #129(February, 1974)","February, 1974",1974,75,225,Frank Castle,Earth-616,Marvel,over,"[' 979 Appearances of Frank Castle (Earth-616)\n', ' 52 Minor Appearances of Frank Castle (Earth-616)\n']",979,52,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e1/Punisher_Vol_12_1_Textless.jpg/revision/latest?cb=20180418154329,Punisher,Frank G. Castle (legally changed from Francis Castiglione),
http://marvel.wikia.com/wiki/Gabriel_Jones_(Earth-616),Male,"6' 2""",225 lbs (102 kg),"Sgt Fury and his Howling Commandos  #1(May, 1963)","May, 1963",1963,74,225,Gabriel Jones,Earth-616,Marvel,over,"[' 297 Appearances of Gabriel Jones (Earth-616)\n', ' 12 Minor Appearances of Gabriel Jones (Earth-616)\n']",297,12,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fb/Gabe_Jones_%28Earth-616%29_003.jpg/revision/latest?cb=20120520123723,Gabe Jones,"Gabriel ""Gabe"" Jones",Gabe Jones
http://marvel.wikia.com/wiki/Generic_Super-Hero_(Earth-84041),Male,"6' 2""",225 lbs (102 kg),"Generic Comic Book  #1(April, 1984)","April, 1984",1984,74,225,Generic Super-Hero,Earth-84041,Marvel,over,"[' 3 Appearances of Generic Super-Hero (Earth-84041)\n', '  Minor Appearances of Generic Super-Hero (Earth-84041)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/c/ce/Generic_Super-Hero_%28Earth-84041%29.jpg/revision/latest?cb=20091017022139,Generic Super-Hero,Unknown,
http://marvel.wikia.com/wiki/Georges_Batroc_(Earth-12101),Male,"6' 0""",225 lbs (102 kg),"Deadpool Kills the Marvel Universe  #1(October, 2012)","October, 2012",2012,72,225,Georges Batroc,Earth-12101,Marvel,over,"[' 1 Appearances of Georges Batroc (Earth-12101)\n', '  Minor Appearances of Georges Batroc (Earth-12101)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e0/Georges_Batroc_%28Earth-12101%29.jpg/revision/latest?cb=20130921083133,Batroc the Leaper,Georges Batroc,
http://marvel.wikia.com/wiki/Georges_Batroc_(Earth-12131),Male,"6' 0""",225 lbs (102 kg),"Marvel: Avengers Alliance(March 1, 2012)",1-Mar-12,2012,72,225,Georges Batroc,Earth-12131,Marvel,over,"[' 1 Appearances of Georges Batroc (Earth-12131)\n', '  Minor Appearances of Georges Batroc (Earth-12131)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Georges_Batroc_%28Earth-12131%29.png/revision/latest?cb=20140421015657,Batroc the Leaper,Georges Batroc,
http://marvel.wikia.com/wiki/Georges_Batroc_(Earth-616),Male,"6' 0""",225 lbs (102 kg),"Tales of Suspense  #75(March, 1966)","March, 1966",1966,72,225,Georges Batroc,Earth-616,Marvel,over,"[' 145 Appearances of Georges Batroc (Earth-616)\n', ' 10 Minor Appearances of Georges Batroc (Earth-616)\n']",145,10,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fa/Georges_Batroc_%28Earth-616%29_from_Unbelievable_Gwenpool_Vol_1_2_001.jpg/revision/latest?cb=20160513012149,Batroc the Leaper,Georges Batroc,
http://marvel.wikia.com/wiki/Gorr_(New_Men)_(Earth-616),Male,"5' 8""",225 lbs (102 kg),"Fantastic Four  #171(June, 1976)","June, 1976",1976,68,225,Gorr (New Men),Earth-616,Marvel,over,"[' 9 Appearances of Gorr (New Men) (Earth-616)\n', ' 1 Minor Appearances of Gorr (New Men) (Earth-616)\n']",9,1,https://vignette.wikia.nocookie.net/marveldatabase/images/d/de/Gorr_%28New_Men%29_%28Earth-616%29_from_Fantastic_Four_Vol_1_172_0001.jpg/revision/latest?cb=20170408023517,Gorr,Unknown,
http://marvel.wikia.com/wiki/Grover_Raymond_(Earth-616),Male,"6' 0""",225 lbs (102 kg),"Avengers  #120(February, 1974)","February, 1974",1974,72,225,Grover Raymond,Earth-616,Marvel,over,"[' 12 Appearances of Grover Raymond (Earth-616)\n', '  Minor Appearances of Grover Raymond (Earth-616)\n']",12,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/Grover_Raymond_%28Earth-616%29_Avengers_Vol_1_1.jpg/revision/latest?cb=20160117163210,Aries,Grover Raymond,
http://marvel.wikia.com/wiki/Henry_Hellrung_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"The Order Vol 2  #1(September, 2007)","September, 2007",2007,73,225,Henry Hellrung,Earth-616,Marvel,over,"[' 21 Appearances of Henry Hellrung (Earth-616)\n', '  Minor Appearances of Henry Hellrung (Earth-616)\n']",21,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e4/Henry_Hellrung_%28Earth-616%29_from_The_Order_Vol_1_9_001.jpg/revision/latest?cb=20140118224331,Anthem,Henry Hellrung,
http://marvel.wikia.com/wiki/Iconoclast_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Fantastic Four Vol 3  #2(February, 1998)","February, 1998",1998,73,225,Iconoclast,Earth-616,Marvel,over,"[' 3 Appearances of Iconoclast (Earth-616)\n', ' 1 Minor Appearances of Iconoclast (Earth-616)\n']",3,1,https://vignette.wikia.nocookie.net/marveldatabase/images/0/03/Iconoclast_%28Earth-616%29_from_Fantastic_Four_Vol_3_2_0001.jpg/revision/latest?cb=20050529045735,Iconoclast,Unknown,
http://marvel.wikia.com/wiki/Jackson_Day_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Nova  #4(December, 1976)","December, 1976",1976,73,225,Jackson Day,Earth-616,Marvel,over,"[' 53 Appearances of Jackson Day (Earth-616)\n', ' 1 Minor Appearances of Jackson Day (Earth-616)\n']",53,1,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3c/Jackson_Day_%28Earth-616%29_from_Union_Jack_Vol_2_2_001.png/revision/latest?cb=20160923224256,Corruptor,Jackson Day,
http://marvel.wikia.com/wiki/James_Hudson_(Earth-616),Male,"6' 2""",225 lbs (102 kg),"X-Men  #109(February, 1978)","February, 1978",1978,74,225,James Hudson,Earth-616,Marvel,over,"[' 179 Appearances of James Hudson (Earth-616)\n', ' 11 Minor Appearances of James Hudson (Earth-616)\n']",179,11,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1f/James_Hudson_%28Earth-616%29_from_Alpha_Flight_Vol_4_1_%28cover%29.jpg/revision/latest?cb=20160513083415,Guardian,James MacDonald Hudson,
http://marvel.wikia.com/wiki/James_Hudson_(Earth-9418),Male,"6' 2""",225 lbs (102 kg),"Alpha Flight  #128(January, 1994)","January, 1994",1994,74,225,James Hudson,Earth-9418,Marvel,over,"[' 2 Appearances of James Hudson (Earth-9418)\n', ' 1 Minor Appearances of James Hudson (Earth-9418)\n']",2,1,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3a/James_Hudson_%28Earth-9418%29_from_Alpha_Flight_Vol_1_128_001.jpg/revision/latest?cb=20160727000600,Nothing,James Hudson,
http://marvel.wikia.com/wiki/John_Clayton_(Earth-616),Male,"6' 3""",225 lbs (102 kg),"Tarzan  #1(June, 1977)","June, 1977",1977,75,225,John Clayton,Earth-616,Marvel,over,"[' 35 Appearances of John Clayton (Earth-616)\n', '  Minor Appearances of John Clayton (Earth-616)\n']",35,0,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1e/John_Clayton_%28Earth-616%29_from_Tarzan_Vol_1_1_0001.jpg/revision/latest?cb=20161101225841,Tarzan,John Clayton Jr.,
http://marvel.wikia.com/wiki/John_Proudstar_(Earth-58163),Male,"6' 1""",225 lbs (102 kg),"House of M: Avengers  #2(February, 2008)","February, 2008",2008,73,225,John Proudstar,Earth-58163,Marvel,over,"[' 4 Appearances of John Proudstar (Earth-58163)\n', '  Minor Appearances of John Proudstar (Earth-58163)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f8/John_Proudstar_%28Earth-58163%29_001.jpg/revision/latest?cb=20121230211042,Thunderbird,John Proudstar,
http://marvel.wikia.com/wiki/John_Proudstar_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Giant-Size X-Men  #1(May, 1975)","May, 1975",1975,73,225,John Proudstar,Earth-616,Marvel,over,"[' 59 Appearances of John Proudstar (Earth-616)\n', ' 16 Minor Appearances of John Proudstar (Earth-616)\n']",59,16,https://vignette.wikia.nocookie.net/marveldatabase/images/5/51/Chaos_War_X-Men_Vol_1_2_Textless.jpg/revision/latest?cb=20101021005203,Thunderbird,John Proudstar,
http://marvel.wikia.com/wiki/John_Proudstar_(Prime)_(Earth-61610),Male,"6' 1""",225 lbs (102 kg),"Ultimate End  #5(February, 2016)","February, 2016",2016,73,225,John Proudstar (Prime),Earth-61610,Marvel,over,"[' 1 Appearances of John Proudstar (Prime) (Earth-61610)\n', '  Minor Appearances of John Proudstar (Prime) (Earth-61610)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/6b/John_Proudstar_%28Prime%29_%28Earth-61610%29_from_Ultimate_End_Vol_1_5_001.jpg/revision/latest?cb=20170407105147,Thunderbird,John Proudstar,
http://marvel.wikia.com/wiki/Joseph_Smith_(Earth-616),Male,"6' 1""",225 lbs (102 kg),"Amazing Spider-Man  #38(July, 1966)","July, 1966",1966,73,225,Joseph Smith,Earth-616,Marvel,over,"[' 14 Appearances of Joseph Smith (Earth-616)\n', '  Minor Appearances of Joseph Smith (Earth-616)\n']",14,0,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b9/Joseph_Smith_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_38_0001.jpg/revision/latest?cb=20070611021214,Joe Smith,Joseph Smith,
http://marvel.wikia.com/wiki/Lawrence_Chesney_(Earth-616),Male,"6' 0"" (human); 6'6"" (demon)",225 lbs (102 kg) (human); 111 lbs (demon),"Daredevil  #124(August, 1975)","August, 1975",1975,72,225,Lawrence Chesney,Earth-616,Marvel,over,"[' 16 Appearances of Lawrence Chesney (Earth-616)\n', ' 1 Minor Appearances of Lawrence Chesney (Earth-616)\n']",16,1,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e8/Copperhead.jpg/revision/latest?cb=20130519183258,Copperhead,Lawrence Chesney,
